kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
10811496,K00753.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,19.89913995,1.494e-05,-1.494e-05,175.850252,0.0005809999999999999,-0.0005809999999999999,0.9690000000000001,5.126,-0.077,1.7822,0.0341,-0.0341,10829.0,171.0,-171.0,14.6,3.92,-1.31,638.0,,,39.3,31.04,-10.49,76.3,1,q1_q17_dr25_tce,5853.0,158.0,-176.0,4.544,0.044000000000000004,-0.17600000000000002,0.868,0.233,-0.078,19h48m01.16s,+48d08m02.9s,15.436,
10848459,K00754.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,1.7369524530000002,2.63e-07,-2.63e-07,170.30756499999998,0.00011499999999999999,-0.00011499999999999999,1.276,0.115,-0.092,2.4064099999999997,0.005370000000000001,-0.005370000000000001,8079.2,12.8,-12.8,33.46,8.5,-2.83,1395.0,,,891.96,668.95,-230.35,505.6,1,q1_q17_dr25_tce,5805.0,157.0,-174.0,4.564,0.053,-0.168,0.791,0.201,-0.067,19h02m08.31s,+48d17m06.8s,15.597000000000001,
10854555,K00755.01,Kepler-664 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.525591777,3.761e-06,-3.761e-06,171.59555,0.0011300000000000001,-0.0011300000000000001,0.701,0.235,-0.478,1.6545,0.042,-0.042,603.3,16.9,-16.9,2.75,0.88,-0.35,1406.0,,,926.16,874.33,-314.24,40.9,1,q1_q17_dr25_tce,6031.0,169.0,-211.0,4.438,0.07,-0.21,1.046,0.334,-0.133,19h15m01.17s,+48d13m34.3s,15.509,
10872983,K00756.01,Kepler-228 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.09432054,2.036e-05,-2.036e-05,171.20116000000002,0.00141,-0.00141,0.5379999999999999,0.03,-0.428,4.5945,0.061,-0.061,1517.5,24.2,-24.2,3.9,1.27,-0.42,835.0,,,114.81,112.85,-36.7,66.5,1,q1_q17_dr25_tce,6046.0,189.0,-232.0,4.486000000000001,0.054000000000000006,-0.22899999999999998,0.972,0.315,-0.105,19h45m08.67s,+48d13m28.8s,15.714,
10872983,K00756.02,Kepler-228 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.13443512,1.046e-05,-1.046e-05,172.97937,0.0019,-0.0019,0.762,0.139,-0.532,3.1402,0.0673,-0.0673,686.0,18.7,-18.7,2.77,0.9,-0.3,1160.0,,,427.65,420.33,-136.7,40.2,2,q1_q17_dr25_tce,6046.0,189.0,-232.0,4.486000000000001,0.054000000000000006,-0.22899999999999998,0.972,0.315,-0.105,19h45m08.67s,+48d13m28.8s,15.714,
9579641,K00115.03,,CANDIDATE,CANDIDATE,0.871,0,0,0,0,3.43591631,4.729e-05,-4.729e-05,132.6624,0.011000000000000001,-0.011000000000000001,0.624,0.037000000000000005,-0.47600000000000003,3.133,0.40700000000000003,-0.40700000000000003,23.2,3.4,-3.4,0.55,0.08,-0.07,1272.0,,,617.61,251.11,-186.88,8.7,3,q1_q17_dr25_tce,5779.0,104.0,-115.0,4.3389999999999995,0.132,-0.10800000000000001,1.087,0.157,-0.142,19h11m32.96s,+46d16m34.5s,12.790999999999999,
10872983,K00756.03,Kepler-228 b,CONFIRMED,CANDIDATE,0.992,0,0,0,0,2.56658897,1.781e-05,-1.781e-05,179.55437,0.00461,-0.00461,0.755,0.212,-0.523,2.4290000000000003,0.165,-0.165,226.5,16.8,-16.8,1.59,0.52,-0.17,1360.0,,,807.74,793.91,-258.2,15.0,3,q1_q17_dr25_tce,6046.0,189.0,-232.0,4.486000000000001,0.054000000000000006,-0.22899999999999998,0.972,0.315,-0.105,19h45m08.67s,+48d13m28.8s,15.714,
5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,0.999,0,0,0,0,23.65369415,1.748e-05,-1.748e-05,171.37610700000002,0.000603,-0.000603,0.008,0.16899999999999998,-0.008,8.2183,0.021,-0.021,3341.8,13.2,-13.2,7.89,1.38,-1.52,731.0,,,67.65,33.37,-26.59,266.3,1,q1_q17_dr25_tce,5739.0,114.0,-103.0,4.191,0.162,-0.10800000000000001,1.384,0.242,-0.266,19h11m35.31s,+40d38m16.2s,15.084000000000001,
5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,0.996,0,0,0,0,13.23352214,4.503e-05,-4.503e-05,140.32196000000002,0.00275,-0.00275,0.013999999999999999,0.39899999999999997,-0.013999999999999999,6.7372,0.0875,-0.0875,504.6,10.8,-10.8,3.06,0.54,-0.58,888.0,,,146.67,72.35,-57.65,49.1,2,q1_q17_dr25_tce,5739.0,114.0,-103.0,4.191,0.162,-0.10800000000000001,1.384,0.242,-0.266,19h11m35.31s,+40d38m16.2s,15.084000000000001,
5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,6.15560285,2.704e-05,-2.704e-05,134.81656,0.00345,-0.00345,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,285.0,8.6,-8.6,2.32,0.4,-0.45,1146.0,,,406.94,200.73,-159.95,35.1,3,q1_q17_dr25_tce,5739.0,114.0,-103.0,4.191,0.162,-0.10800000000000001,1.384,0.242,-0.266,19h11m35.31s,+40d38m16.2s,15.084000000000001,
5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.090811305,9.571e-06,-9.571e-06,134.17462,0.00398,-0.00398,0.746,0.053,-0.521,3.388,0.106,-0.106,115.9,6.4,-6.4,1.62,0.28,-0.32,1642.0,,,1718.04,847.46,-675.28,19.9,5,q1_q17_dr25_tce,5739.0,114.0,-103.0,4.191,0.162,-0.10800000000000001,1.384,0.242,-0.266,19h11m35.31s,+40d38m16.2s,15.084000000000001,
5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,0.989,0,0,0,0,50.446741700000004,0.0006505,-0.0006505,178.5014,0.0103,-0.0103,0.379,0.111,-0.37799999999999995,7.159,0.247,-0.247,370.3,20.1,-20.1,2.67,0.47,-0.51,568.0,,,24.64,12.16,-9.68,19.4,4,q1_q17_dr25_tce,5739.0,114.0,-103.0,4.191,0.162,-0.10800000000000001,1.384,0.242,-0.266,19h11m35.31s,+40d38m16.2s,15.084000000000001,
9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,0.959,0,0,0,0,49.18394185,2.475e-05,-2.475e-05,141.911924,0.0005690000000000001,-0.0005690000000000001,0.035,0.361,-0.035,11.3364,0.051,-0.051,1646.2,5.4,-5.4,8.2,0.5,-0.55,669.0,,,47.4,9.4,-8.38,355.7,1,q1_q17_dr25_tce,5626.0,89.0,-78.0,3.907,0.04,-0.036000000000000004,2.057,0.125,-0.138,19h38m14.20s,+46d03m44.4s,12.654000000000002,
5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.76307164,2.035e-05,-2.035e-05,180.93613,0.0013,-0.0013,0.048,0.39299999999999996,-0.048,2.9076,0.05,-0.05,1037.3,23.9,-23.9,2.35,0.17,-0.08,616.0,,,33.99,8.24,-4.84,48.9,1,q1_q17_dr25_tce,4959.0,99.0,,4.603,0.011000000000000001,-0.06,0.756,0.054,-0.027,19h36m48.52s,+40d39m48.3s,15.208,
7907423,K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,15.36845737,4.067e-05,-4.067e-05,147.38965,0.00229,-0.00229,0.115,0.32,-0.115,2.4714,0.069,-0.069,756.1,26.4,-26.4,1.11,0.12,-0.16,332.0,,,2.86,0.95,-0.98,30.9,3,q1_q17_dr25_tce,3561.0,71.0,-89.0,4.855,0.055,-0.055,0.411,0.045,-0.06,19h47m56.41s,+43d39m30.7s,15.234000000000002,
7938496,K00900.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,13.81020318,2.968e-05,-2.968e-05,172.33533,0.00175,-0.00175,0.7909999999999999,0.033,-0.5429999999999999,3.048,0.0635,-0.0635,1309.7,31.5,-31.5,4.56,1.33,-0.88,833.0,,,113.75,99.51,-49.06,46.2,1,q1_q17_dr25_tce,5942.0,176.0,-193.0,4.327,0.136,-0.187,1.142,0.333,-0.222,18h47m50.55s,+43d42m11.2s,15.425,
8013419,K00901.01,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,12.732624065,4.3969999999999996e-06,-4.3969999999999996e-06,176.939054,0.000273,-0.000273,0.8109999999999999,0.02,-0.033,2.2083,0.0432,-0.0432,6465.7,41.0,-41.0,4.87,0.97,-0.96,432.0,,,8.22,11.81,-4.37,210.5,1,q1_q17_dr25_tce,3950.0,560.0,-301.0,4.721,0.10400000000000001,-0.085,0.541,0.107,-0.107,19h00m40.20s,+43d52m34.8s,15.75,
8018547,K00902.01,,CANDIDATE,CANDIDATE,0.966,0,0,0,0,83.92494032,7.999e-05,-7.999e-05,236.76334,0.000718,-0.000718,0.6579999999999999,0.031,-0.052000000000000005,6.7904,0.0748,-0.0748,7958.7,54.8,-54.8,4.78,0.34,-0.47,226.0,,,0.62,0.18,-0.18,182.1,1,q1_q17_dr25_tce,3960.0,118.0,-130.0,4.746,0.045,-0.04,0.509,0.036,-0.05,19h11m24.57s,+43d53m52.8s,15.754000000000001,
8039892,K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.007316661,1.389e-06,-1.389e-06,173.433997,0.00021899999999999998,-0.00021899999999999998,0.344,0.076,-0.18100000000000002,4.2362,0.0248,-0.0248,6932.3,19.7,-19.7,6.96,1.75,-0.62,998.0,,,234.28,170.6,-64.02,431.4,1,q1_q17_dr25_tce,5865.0,146.0,-190.0,4.563,0.042,-0.168,0.827,0.208,-0.074,19h42m08.67s,+43d53m04.0s,15.812999999999999,
5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,33.80364366,2.278e-05,-2.278e-05,202.25973100000002,0.000544,-0.000544,0.023,0.08800000000000001,-0.023,11.4813,0.0187,-0.0187,13494.4,26.6,-26.6,20.7,3.24,-4.86,745.0,,,72.71,32.55,-33.45,529.9,1,q1_q17_dr25_tce,5855.0,117.0,-117.0,3.9989999999999997,0.196,-0.084,1.796,0.281,-0.422,19h49m54.21s,+41d06m51.4s,13.109000000000002,
8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,2.211116989,2.691e-06,-2.691e-06,170.150139,0.0009689999999999999,-0.0009689999999999999,0.69,0.009000000000000001,-0.509,1.6485,0.0297,-0.0297,724.2,18.9,-18.9,1.85,0.13,-0.05,931.0,,,177.19,40.98,-23.72,42.6,1,q1_q17_dr25_tce,4500.0,90.0,-90.0,4.656000000000001,0.013000000000000001,-0.043,0.646,0.043,-0.02,19h00m40.40s,+44d01m35.3s,15.790999999999999,
8561063,K00961.02,Kepler-42 c,CONFIRMED,FALSE POSITIVE,0.0,0,1,0,0,0.453287416,1.0199999999999999e-07,-1.0199999999999999e-07,133.869741,0.00018600000000000002,-0.00018600000000000002,0.81,0.068,-0.32899999999999996,0.4445,0.015,-0.015,1461.5,11.3,-11.3,0.76,0.19,-0.09,729.0,,,66.14,45.21,-15.82,150.4,3,q1_q17_dr25_tce,3292.0,44.0,-24.0,5.215,0.053,-0.098,0.148,0.039,-0.017,19h28m52.57s,+44d37m09.0s,15.92,
8561063,K00961.03,Kepler-42 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,1.8651141930000001,1.005e-06,-1.005e-06,133.79234399999999,0.00047599999999999997,-0.00047599999999999997,0.785,0.129,-0.541,0.4279,0.0221,-0.0221,1124.8,22.1,-22.1,0.66,0.17,-0.08,455.0,,,10.1,6.9,-2.42,56.9,2,q1_q17_dr25_tce,3292.0,44.0,-24.0,5.215,0.053,-0.098,0.148,0.039,-0.017,19h28m52.57s,+44d37m09.0s,15.92,
10657664,K00964.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,3.273699006,2.4e-07,-2.4e-07,171.23850980000003,5.79e-05,-5.79e-05,0.733,0.038,-0.022000000000000002,3.07626,0.00742,-0.00742,6862.8,6.6,-6.6,22.36,7.31,-7.3,3060.0,,,20728.79,20023.32,-12817.72,1293.1,1,q1_q17_dr25_tce,10816.0,304.0,-457.0,4.086,0.22,-0.22,2.493,0.814,-0.814,19h13m59.88s,+47d59m47.3s,13.234000000000002,
3337351,K00965.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,7.047103498999999,2.538e-06,-2.538e-06,175.03337,0.000252,-0.000252,1.047,0.07400000000000001,-0.08800000000000001,3.3208,0.0141,-0.0141,71318.0,326.0,-326.0,51.86,15.23,-6.52,955.0,,,196.62,173.55,-66.77,274.9,1,q1_q17_dr25_tce,5730.0,171.0,-206.0,4.417,0.084,-0.196,1.035,0.304,-0.13,19h20m27.77s,+38d24m15.1s,13.360999999999999,
3233043,K00966.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,0.379463865,2.8e-08,-2.8e-08,170.2480164,6.01e-05,-6.01e-05,1.246,0.632,-0.064,0.8689600000000001,0.00507,-0.00507,1973.3,5.8,-5.8,59.56,34.57,-38.05,3000.0,,,19256.81,34212.39,-17030.52,458.6,1,q1_q17_dr25_tce,5075.0,136.0,-151.0,3.892,0.7070000000000001,-0.303,1.783,1.035,-1.139,19h23m38.69s,+38d20m08.1s,13.787,
6579806,K00967.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,9.88047978,1.5530000000000002e-06,-1.5530000000000002e-06,173.60867199999998,0.000127,-0.000127,1.02,0.237,-0.040999999999999995,2.78458,0.00644,-0.00644,18541.0,36.6,-36.6,23.6,7.06,-2.34,860.0,,,129.45,113.32,-37.5,534.5,1,q1_q17_dr25_tce,6113.0,164.0,-200.0,4.512,0.052000000000000005,-0.20800000000000002,0.917,0.274,-0.091,18h46m40.60s,+42d02m19.1s,15.212,
3560301,K00968.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,0,0,0,4.6484156,7.845e-05,-7.845e-05,261.09395,0.00777,-0.00777,0.968,0.017,-0.031,38.1939,0.0,0.0,128.4,2.4,-2.4,5.06,0.52,-2.1,2259.0,,,6152.88,2089.66,-4314.89,91.7,1,q1_q17_dr25_tce,6980.0,167.0,-230.0,3.577,0.35200000000000004,-0.08800000000000001,3.482,0.362,-1.447,19h41m04.04s,+38d36m40.5s,10.963,
5880320,K01060.02,Kepler-758 c,CONFIRMED,CANDIDATE,0.758,0,0,0,0,4.75796103,3.448e-05,-3.448e-05,137.69636,0.00618,-0.00618,0.621,0.318,-0.391,4.66,0.157,-0.157,124.5,6.5,-6.5,1.7,0.27,-0.39,1372.0,,,835.65,370.7,-381.5,20.9,2,q1_q17_dr25_tce,6021.0,120.0,-120.0,4.093,0.195,-0.105,1.458,0.226,-0.339,19h32m20.31s,+41d08m07.6s,14.347999999999999,
5880320,K01060.03,Kepler-758 d,CONFIRMED,CANDIDATE,1.0,0,0,0,0,20.4972755,0.000334,-0.000334,147.43894,0.00968,-0.00968,0.966,0.015,-0.6729999999999999,8.536,0.406,-0.406,242.9,12.0,-12.0,2.96,0.46,-0.69,843.0,,,119.42,52.97,-54.52,22.8,3,q1_q17_dr25_tce,6021.0,120.0,-120.0,4.093,0.195,-0.105,1.458,0.226,-0.339,19h32m20.31s,+41d08m07.6s,14.347999999999999,
5880320,K01060.04,Kepler-758 e,CONFIRMED,CANDIDATE,0.884,0,0,0,0,8.19345065,7.089e-05,-7.089e-05,138.99617,0.006679999999999999,-0.006679999999999999,0.815,0.149,-0.5760000000000001,5.234,0.207,-0.207,115.4,7.6,-7.6,1.74,0.27,-0.4,1144.0,,,405.75,180.0,-185.24,15.7,4,q1_q17_dr25_tce,6021.0,120.0,-120.0,4.093,0.195,-0.105,1.458,0.226,-0.339,19h32m20.31s,+41d08m07.6s,14.347999999999999,
6037187,K01061.01,Kepler-759 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,41.8059544,0.0002153,-0.0002153,142.81919,0.00456,-0.00456,0.028999999999999998,0.428,-0.028999999999999998,6.057,0.147,-0.147,434.4,17.8,-17.8,2.02,0.61,-0.26,533.0,,,19.02,16.84,-6.42,28.3,1,q1_q17_dr25_tce,5907.0,159.0,-195.0,4.445,0.084,-0.196,0.973,0.294,-0.126,19h20m31.56s,+41d22m53.4s,14.502,
6147122,K01062.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,0,15.45158184,8.522e-05,-8.522e-05,142.21096,0.00426,-0.00426,0.636,0.297,-0.408,2.406,0.147,-0.147,85.3,5.1,-5.1,2.02,0.49,-0.41,1285.0,,,643.83,467.09,-295.46,21.0,1,q1_q17_dr25_tce,7839.0,216.0,-324.0,4.08,0.13,-0.159,2.069,0.505,-0.413,19h51m55.50s,+41d26m41.5s,11.798,
8257407,K01063.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,0,0,89.69816853299999,4.405e-06,-4.405e-06,176.3060152,3.4e-05,-3.4e-05,0.684,0.025,-0.023,5.5418,0.00466,-0.00466,273106.0,136.0,-136.0,102.08,26.76,-40.11,554.0,,,22.33,17.72,-15.14,3420.3,1,q1_q17_dr25_tce,6214.0,187.0,-206.0,4.021,0.392,-0.168,1.583,0.415,-0.622,19h56m05.02s,+44d10m21.9s,13.624,
4649305,K00143.01,,CANDIDATE,CANDIDATE,0.983,0,0,0,0,22.65117451,1.474e-05,-1.474e-05,140.337593,0.000551,-0.000551,0.925,0.003,-0.004,3.6895,0.0364,-0.0364,2250.0,17.5,-17.5,7.62,2.93,-0.98,855.0,,,126.57,144.35,-44.3,170.1,1,q1_q17_dr25_tce,6968.0,194.0,-267.0,4.31,0.057999999999999996,-0.23199999999999998,1.333,0.513,-0.171,19h20m24.80s,+39d46m53.9s,13.682,
6307521,K01126.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,1,1,1,1,475.91705999999994,0.02827,-0.02827,588.8926,0.0328,-0.0328,1.222,74.71,-2.662,22.86,2.6,-2.6,967.3,88.0,-88.0,28.22,3.96,-3.96,221.0,,,0.56,0.22,-0.17,15.3,2,q1_q17_dr25_tce,5334.0,80.0,-80.0,4.372,0.127,-0.10400000000000001,1.004,0.141,-0.141,19h51m00.75s,+41d40m33.6s,15.259,
6359320,K01127.01,Kepler-269 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.32667299,1.962e-05,-1.962e-05,357.12617,0.00264,-0.00264,0.043,0.40299999999999997,-0.043,3.4045,0.0739,-0.0739,611.4,19.3,-19.3,2.26,0.74,-0.23,1007.0,,,242.97,241.36,-73.2,34.1,1,q1_q17_dr25_tce,5831.0,184.0,-205.0,4.5169999999999995,0.038,-0.212,0.921,0.301,-0.094,19h20m51.64s,+41d46m33.5s,15.808,
6359320,K01127.02,Kepler-269 c,CONFIRMED,CANDIDATE,1.0,0,0,0,0,8.1280933,0.0001107,-0.0001107,358.68367,0.00963,-0.00963,0.35700000000000004,0.106,-0.35700000000000004,3.727,0.245,-0.245,224.1,22.0,-22.0,1.39,0.45,-0.14,875.0,,,138.51,137.59,-41.73,10.7,2,q1_q17_dr25_tce,5831.0,184.0,-205.0,4.5169999999999995,0.038,-0.212,0.921,0.301,-0.094,19h20m51.64s,+41d46m33.5s,15.808,
3835670,K00149.01,Kepler-473 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,14.55730897,1.395e-05,-1.395e-05,145.095012,0.0007599999999999999,-0.0007599999999999999,0.036000000000000004,0.284,-0.036000000000000004,7.7643,0.0289,-0.0289,956.9,5.5,-5.5,4.32,0.71,-0.86,879.0,,,141.0,65.83,-57.18,200.0,1,q1_q17_dr25_tce,5774.0,115.0,-104.0,4.159,0.168,-0.098,1.412,0.232,-0.283,19h06m31.22s,+38d56m44.2s,13.397,
6359320,K01127.03,,CANDIDATE,CANDIDATE,1.0,0,0,0,0,2.83668931,2.819e-05,-2.819e-05,353.81531,0.00636,-0.00636,0.33,0.13,-0.33,3.031,0.23,-0.23,166.1,15.7,-15.7,1.19,0.39,-0.12,1242.0,,,562.48,558.76,-169.45,12.1,3,q1_q17_dr25_tce,5831.0,184.0,-205.0,4.5169999999999995,0.038,-0.212,0.921,0.301,-0.094,19h20m51.64s,+41d46m33.5s,15.808,
6362874,K01128.01,Kepler-775 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,0.9748688959999999,7.66e-07,-7.66e-07,133.07626499999998,0.000644,-0.000644,0.12,0.331,-0.12,1.6191,0.0233,-0.0233,197.6,2.9,-2.9,1.16,0.12,-0.06,1612.0,,,1605.87,524.72,-273.88,82.6,1,q1_q17_dr25_tce,5487.0,98.0,-120.0,4.563,0.018000000000000002,-0.102,0.832,0.093,-0.04,19h25m43.99s,+41d42m12.4s,13.507,
6272413,K01129.01,Kepler-776 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.89721006,1.996e-05,-1.996e-05,133.39852,0.00331,-0.00331,0.66,0.001,-0.516,1.8119999999999998,0.1,-0.1,274.4,19.5,-19.5,1.48,0.18,-0.18,904.0,,,157.93,67.81,-49.69,16.9,1,q1_q17_dr25_tce,5093.0,168.0,-152.0,4.4830000000000005,0.099,-0.121,0.847,0.102,-0.102,19h09m05.43s,+41d38m08.0s,15.456,
3556220,K01213.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,1,1,1,0.796722833,1.889e-06,-1.889e-06,133.07985,0.00214,-0.00214,0.601,0.141,-0.385,2.4551,0.0812,-0.0812,107.1,3.0,-3.0,1.44,0.22,-0.35,2401.0,,,7844.64,3082.65,-3558.35,43.9,1,q1_q17_dr25_tce,5959.0,80.0,-71.0,4.121,0.231,-0.099,1.334,0.199,-0.324,19h37m24.12s,+38d36m07.7s,13.379000000000001,
3660924,K01214.01,Kepler-793 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,4.24153629,2.203e-05,-2.203e-05,133.45522,0.00392,-0.00392,0.257,0.187,-0.257,2.971,0.147,-0.147,188.1,12.4,-12.4,1.44,0.39,-0.28,1177.0,,,452.95,368.97,-190.84,18.0,1,q1_q17_dr25_tce,5776.0,172.0,-155.0,4.34,0.185,-0.185,1.047,0.283,-0.206,19h40m51.99s,+38d46m27.6s,14.620999999999999,
8030148,K00155.01,Kepler-474 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,5.6606694289999995,3.706e-06,-3.706e-06,137.416045,0.000523,-0.000523,0.47700000000000004,0.002,-0.419,4.6483,0.0281,-0.0281,737.8,4.3,-4.3,3.24,0.5,-0.54,1115.0,,,365.53,159.35,-130.61,201.1,1,q1_q17_dr25_tce,5746.0,115.0,-103.0,4.266,0.162,-0.10800000000000001,1.173,0.178,-0.198,19h29m17.16s,+43d52m52.2s,13.494000000000002,
3939150,K01215.01,Kepler-277 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,17.32419108,6.368e-05,-6.368e-05,142.09977,0.00323,-0.00323,0.764,0.14800000000000002,-0.531,8.045,0.102,-0.102,241.3,5.3,-5.3,3.14,0.45,-0.76,964.0,,,204.1,84.23,-95.49,49.1,1,q1_q17_dr25_tce,5968.0,120.0,-108.0,3.972,0.21,-0.084,1.857,0.264,-0.452,19h06m19.96s,+39d04m37.9s,13.42,
3939150,K01215.02,Kepler-277 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,33.0063185,0.000149,-0.000149,145.38821000000002,0.00392,-0.00392,0.39,0.063,-0.39,7.117999999999999,0.12,-0.12,278.1,7.6,-7.6,3.13,0.45,-0.76,778.0,,,86.38,35.64,-40.42,38.2,2,q1_q17_dr25_tce,5968.0,120.0,-108.0,3.972,0.21,-0.084,1.857,0.264,-0.452,19h06m19.96s,+39d04m37.9s,13.42,
3839488,K01216.01,Kepler-794 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.13127159,3.506e-05,-3.506e-05,134.36341000000002,0.0026899999999999997,-0.0026899999999999997,0.01,0.42,-0.01,4.2372,0.0749,-0.0749,211.2,6.7,-6.7,2.06,0.35,-0.39,952.0,,,194.31,92.52,-76.47,36.8,1,q1_q17_dr25_tce,5800.0,105.0,-117.0,4.202,0.156,-0.11699999999999999,1.435,0.247,-0.271,19h12m32.09s,+38d59m48.8s,13.459000000000001,
3542588,K01217.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,3.47143963,2.083e-05,-2.083e-05,133.74061,0.00551,-0.00551,0.7190000000000001,0.196,-0.473,3.6630000000000003,0.174,-0.174,99.8,4.4,-4.4,1.19,0.38,-0.15,1358.0,,,805.05,732.74,-262.04,27.5,1,q1_q17_dr25_tce,6341.0,153.0,-191.0,4.409,0.054000000000000006,-0.21600000000000003,1.111,0.353,-0.141,19h23m26.74s,+38d38m28.1s,13.599,
10676923,K01297.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0,0,1,1,1.031096352,2.7960000000000004e-06,-2.7960000000000004e-06,133.93938,0.00214,-0.00214,0.9790000000000001,0.175,-0.054000000000000006,2.781,0.171,-0.171,265.4,10.2,-10.2,2.36,0.8,-0.27,2020.0,,,3954.46,3947.6,-1250.43,37.8,1,q1_q17_dr25_tce,6371.0,176.0,-220.0,4.426,0.055999999999999994,-0.22399999999999998,1.072,0.363,-0.121,19h44m35.70s,+47d56m05.5s,15.130999999999998,
10604335,K01298.01,Kepler-283 b,CONFIRMED,CANDIDATE,1.0,0,0,0,0,11.00817635,1.701e-05,-1.701e-05,143.22611,0.0012900000000000001,-0.0012900000000000001,0.025,0.408,-0.025,2.013,0.0436,-0.0436,1462.5,40.0,-40.0,2.15,0.1,-0.11,488.0,,,13.39,2.48,-2.37,42.1,1,q1_q17_dr25_tce,4141.0,83.0,-91.0,4.684,0.022000000000000002,-0.025,0.582,0.027,-0.03,19h34m27.29s,+47d50m20.4s,15.847000000000001,
10604335,K01298.02,Kepler-283 c,CONFIRMED,FALSE POSITIVE,0.0,0,1,0,0,92.7495777,0.0006942000000000001,-0.0006942000000000001,173.27975,0.00543,-0.00543,0.019,0.42200000000000004,-0.019,5.506,0.191,-0.191,1105.1,65.1,-65.1,1.87,0.08,-0.1,240.0,,,0.78,0.15,-0.14,18.0,2,q1_q17_dr25_tce,4141.0,83.0,-91.0,4.684,0.022000000000000002,-0.025,0.582,0.027,-0.03,19h34m27.29s,+47d50m20.4s,15.847000000000001,
10864656,K01299.01,Kepler-432 b,CONFIRMED,CANDIDATE,0.981,0,0,0,0,52.5008645,0.0001465,-0.0001465,171.52114,0.0022199999999999998,-0.0022199999999999998,0.11,0.254,-0.11,14.9066,0.0781,-0.0781,946.7,9.2,-9.2,12.41,0.61,-1.53,812.0,,,102.94,15.4,-28.44,116.2,1,q1_q17_dr25_tce,4976.0,54.0,-74.0,3.3310000000000004,0.008,-0.009000000000000001,4.157,0.205,-0.513,19h33m07.73s,+48d17m09.2s,12.183,
